Complete Game Pass Master List by u/ABattleVet,531,,,,,,Playstation Plus,,,,See suggestions tab for color coding,,The community can add games to cross play/play anywhere,,Public Notes,
Flynn: Son of Crimson,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,12.00,Sep 2021,0.00,85,6,Action / Platformer,,,E10+,Fantasy Violence,
The Artful Escape,Xbox / PC,Touch Controls,Removed,Sep 2021,Sep 2022,12.20,Sep 2021,0.00,81,5,Platformer,,,E10+,"Use of Tobacco, Alcohol Reference, Mild Suggestive Themes, Language",
Craftopia,Xbox / PC,Yes,Removed,Sep 2021,Sep 2022,12.43,Sep 2020,0.99,70,27,Action-Adventure,,,T,"Violence, Crude Humor",
Final Fantasy XIII,Xbox / PC,,Removed,Sep 2021,Sep 2022,12.43,Mar 2010,11.49,74,49,Role-Playing,,,T,"Suggestive Themes, Strong Language, Violence",
Bug Fables: The Everlasting Sapling,Xbox / PC,Touch Controls,Removed,Jul 2021,Sep 2022,14.50,Nov 2019,1.61,86,26,Role-Playing,,,E,Mild Fantasy Violence,
A Plague Tale: Innocence,Xbox / PC,Yes,Removed,Jan 2020,Sep 2022,31.76,May 2019,0.70,83,11,Action-Adventure,Optimized,,M,"Blood and Gore, Strong Language, Violence",
Capsized,PC,,Removed,Mar 2021,Jun 2022,14.86,Apr 2011,9.89,80,4,Action / Platformer,,,T,"Violence, Blood",PC
Cryptark,PC,,Removed,Mar 2021,Jun 2022,14.86,Jun 2017,3.75,80,5,Action / Dual-Joystick Shooter,,,T,"Violence, Blood",PC
Diluvion: Resubmerged,PC,,Removed,Mar 2021,Jun 2022,14.86,Jan 2017,4.18,66,13,Adventure / Puzzle,,,T,"Alcohol Reference, Fantasy Violence, Language",
Dungeons of Dredmor: Complete,PC,,Removed,Mar 2021,Jun 2022,14.86,Jul 2011,9.69,79,17,Strategy / Role-Playing,,,NR,,
Epistory: Typing Chronicles,PC,,Removed,Mar 2021,Jun 2022,14.86,Mar 2016,4.97,74,6,Adventure / Educational / Text Adventure,,,E,"Alcohol Reference, Mild Fantasy Violence",
HIVESWAP: Act 1,PC,,Removed,Mar 2021,Jun 2022,14.86,Sep 2017,3.51,78,3,Adventure,,,E10+,"Alcohol Reference, Comic Mischief, Fantasy Violence, Language, Mild Blood, Suggestive Themes",
Stealth Bastard Deluxe,PC,,Removed,Mar 2021,Jun 2022,14.86,Nov 2012,8.31,80,6,Puzzle / Platformer,,,T,"Blood and Gore, Fantasy Violence, Language",
NBA 2K22,Xbox,Yes,Removed,Apr 2022,Aug 2022,4.11,Sep 2021,0.63,76,125,Sports / Basketball,,,E,,
Signs of the Sojourner,Xbox / PC,Touch Controls,Removed,Sep 2021,Aug 2022,11.93,May 2020,1.30,77,4,Card Game,,,E10+,"Mild Language, Mild Violence, Alcohol And Tobacco Reference",Xbox 360
Myst (2021),Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.16,Aug 2021,0.00,79,6,Adventure / Puzzle,,"Remake released first as VR experience on Oculus Quest, this is day and date for PC and Xbox release, though the dev confirmed Game Pass will not get the VR version",E,,
Twelve Minutes,Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.39,Aug 2021,0.00,74,5,Adventure,Optimized,,M,"Violence, Blood and Gore, Sexual Content, Strong Language",Do yourself a favor and watch a playthrough instead of playing this game
Hades,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,12.59,Dec 2018,2.68,94,21,Action / Role-Playing,Optimized,,T,"Blood, Suggestive Themes, Alcohol Reference, Mild Language, Violence",
Elite Dangerous,Xbox,Yes,Removed,Feb 2021,Aug 2022,18.15,Dec 2014,6.20,80,90,Action / Strategy / Simulation / Flight Simulator,,,T,"Violence, Drug Reference",
Two Point Hospital,Xbox / PC,Touch Controls,Removed,Feb 2020,Aug 2022,30.18,Apr 2018,1.82,83,31,Simulation,FPS Boost,,E10+,"Crude Humor, Animated Blood",
What Remains of Edith Finch,Xbox / PC,Touch Controls,Removed,Mar 2019,Aug 2022,41.39,Apr 2017,1.90,92,2,Adventure / Puzzle,,,T,"Blood, Drug Reference, Violence, Language",
Train Sim World 2,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,11.87,Aug 2020,1.00,80,,Simulation,Optimized,,E,,
Boyfriend Dungeon,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,12.13,Aug 2021,0.00,72,5,Action,,,T,"Fantasy Violence, Language, Sexual Theme",
Library of Ruina,Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.13,May 2020,1.24,95,97,Role-Playing,,,M,"Blood and Gore, Strong Language, Violence",
Curse of the Dead Gods,Xbox / PC,Touch Controls,Removed,Aug 2021,Aug 2022,12.33,Feb 2021,0.45,84,25,Action-Adventure,,,T,"Violence, Blood, Partial Nudity",
Starmancer (Game Preview),Xbox / PC,Yes,Removed,Aug 2021,Aug 2022,12.33,Aug 2021,0.00,62,,Simulation,,,T,"Fantasy Violence, Mild Blood, Use of Alcohol, Crude Humor",
Dodgeball Academia,Xbox / PC,Yes,Removed,Aug 2021,Jul 2022,11.84,Aug 2021,0.00,77,8,Sports,,,E,Mild Fantasy Violence,
Katamari Damacy Reroll,Xbox / PC,Touch Controls,Removed,Aug 2021,Jul 2022,11.84,Dec 2018,2.66,77,5,Action / Puzzle,,,E,"Mild Fantasy Violence, Alcohol And Tobacco Reference",
Lumines: Remastered,Xbox / PC,Touch Controls,Removed,Aug 2021,Jul 2022,11.84,Jun 2018,3.11,81,5,Strategy / Puzzle / Music/Rhythm,,,E10+,,
OMNO,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,12.07,Nov 2018,2.67,77,3,Adventure / Puzzle / Platformer,,,E,,
Raji: An Ancient Epic,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,12.30,Oct 2020,0.77,70,5,Action-Adventure,,,E10+,Fantasy Violence,
Lethal League Blaze,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,11.54,Oct 2018,2.76,82,2,Fighting / Baseball,,,T,"Fantasy Violence, Language",
Atomicrops,Xbox / PC,Yes,Removed,Jul 2021,Jul 2022,11.77,Sep 2019,1.88,78,7,Action,,,E10+,"Fantasy Violence, Mild Blood, Comic Mischief",
Cris Tales,Xbox / PC,Touch Controls,Removed,Jul 2021,Jul 2022,11.84,Jul 2021,0.00,75,21,Role-Playing,,,T,"Fantasy Violence, Mild Language",
Carrion,Xbox / PC,Yes,Removed,Jul 2020,Jul 2022,23.74,Jul 2020,0.00,76,4,Action,,,M,"Blood and Gore, Violence",
Children of Morta,Xbox / PC,Yes,Removed,Jan 2020,Jul 2022,29.95,Sep 2019,0.37,77,14,Role-Playing / Action-Adventure,,,T,"Blood, Mild Language, Violence",
FIFA 20,Xbox / PC,,Removed,Nov 2020,Jul 2022,19.66,Sep 2019,1.12,79,24,Sports / Soccer,,,E,,
Last Stop,Xbox / PC,Touch Controls,Removed,Jul 2021,Jun 2022,11.28,Jul 2021,0.00,67,6,Adventure,,,T,"Blood, Drug Reference, Language, Sexual Themes, Use of Alcohol, Violence",
Jurassic World Evolution,Xbox,Yes,Removed,Feb 2021,Jun 2022,16.57,Jun 2018,2.67,76,25,Strategy / Simulation,,,T,"Mild Blood, Violence",
MotoGP 20,Xbox / PC,Yes,Removed,Dec 2020,Jun 2022,18.41,Apr 2020,0.65,82,62,Driving/Racing,FPS Boost S Only,,E,,Does not FPS boost on Series X
Worms Rumble,Xbox / PC,Yes,Removed,Jun 2021,Jun 2022,11.74,Dec 2020,0.56,68,11,Action,Optimized,,E10+,Fantasy Violence,
Dungeons & Dragons: Dark Alliance,Xbox / PC,Yes,Removed,Jun 2021,Jun 2022,11.77,Jun 2021,0.00,56,11,Action / Role-Playing,Optimized,,M,"Violence, Blood and Gore, Language",
Darkest Dungeon,Xbox / PC,Touch Controls,Removed,Jun 2021,Jun 2022,12.16,Jan 2016,5.39,84,55,Role-Playing,,,T,"Blood and Gore, Suggestive Themes, Alcohol Reference, Mild Language, Partial Nudity, Violence",
GreedFall,Xbox / PC,Yes,Removed,Dec 2020,Jun 2022,18.15,Sep 2019,1.25,78,22,Action / Role-Playing,,,M,"Blood, Suggestive Themes, Partial Nudity, Violence, Language",
Farming Simulator 19,Xbox / PC,Touch Controls,Removed,Jul 2021,May 2022,10.52,Nov 2018,2.65,75,159,Simulation,,,E,,
SpellForce 3: Soul Harvest,PC,,Removed,May 2021,May 2022,12.13,May 2019,2.00,75,22,Strategy / Role-Playing / Real-Time Strategy,,,M,"Violence, Blood, Strong Language",
Knockout City,Xbox / PC,,Removed,May 2021,May 2022,12.33,May 2021,0.00,82,34,Action / Sports,Optimized,,E10+,Fantasy Violence,
Superhot: Mind Control Delete,Xbox / PC,Yes,Removed,Dec 2020,May 2022,17.65,Jul 2020,0.40,82,6,First-Person Shooter,Optimized,,T,Violence,
"Yes, Your Grace",Xbox / PC,Touch Controls,Removed,Dec 2020,May 2022,17.88,Mar 2020,0.75,75,6,Adventure / Role-Playing / Simulation,Optimized,,T,"Fantasy Violence, Sexual Content, Drug Reference",
NHL 20,Xbox,,Removed,Nov 2020,May 2022,18.64,Sep 2019,1.16,85,45,Sports / Hockey,,,E10+,Mild Violence,
Resident Evil 7: Biohazard,Xbox / PC,Yes,Removed,Sep 2020,May 2022,20.88,Jan 2017,3.61,85,10,Action-Adventure,,,M,"Blood and Gore, Intense Violence, Strong Language",
Grand Theft Auto: San Andreas - The Definitive Edition,Xbox,Yes,Removed,Nov 2021,May 2022,5.92,Nov 2021,0.00,53,31,Driving/Racing / Compilation / Action-Adventure,,,M,"Blood and Gore, Sexual Content, Use of Drugs, Strong Language, Intense Violence",
The Catch: Carp & Coarse Fishing,Xbox / PC,Yes,Removed,May 2021,May 2022,11.84,Jun 2020,0.89,90,,Sports / Fishing,,,E,,
The Wild at Heart,Xbox / PC,Touch Controls,Removed,May 2021,May 2022,11.84,May 2021,0.00,76,12,Strategy / Adventure,Optimized,,E10+,"Fantasy Violence, Language, Comic Mischief",
Final Fantasy X/X-2 HD Remaster,Xbox / PC,,Removed,May 2021,May 2022,12.07,Dec 2013,7.38,84,79,Role-Playing / Compilation,,,T,"Mild Blood, Suggestive Themes, Mild Language, Violence",
Steep,Xbox,Touch Controls,Removed,May 2021,May 2022,12.30,Dec 2016,4.43,72,12,Sports / Snowboarding/Skiing,FPS Boost S Only,,T,Language,Does not FPS boost on Series X
Enter the Gungeon,Xbox / PC,Touch Controls,Removed,Sep 2019,May 2022,32.09,Apr 2016,3.44,85,19,Role-Playing / Shooter / Action-Adventure,,,E10+,"Fantasy Violence, Use of Tobacco, Blood, Mild Language",
Outlast 2,Xbox / PC,Touch Controls,Removed,May 2021,Apr 2022,11.80,Apr 2017,4.03,76,8,Adventure,,,M,"Intense Violence, Blood and Gore, Sexual Content, Partial Nudity, Strong Language",
Cricket 19,Xbox / PC,Yes,Removed,Oct 2020,Apr 2022,18.25,May 2019,1.41,73,20,Sports,,,E,,
Streets of Rage 4,Xbox / PC,Touch Controls,Removed,Apr 2020,Apr 2022,24.00,Apr 2020,0.00,81,3,Brawler,,,T,"Mild Language, Mild Suggestive Themes, Cartoon Violence",
F1 2019,Xbox / PC,Yes,Removed,Jul 2020,Apr 2022,20.61,Jun 2019,1.09,88,15,Driving/Racing,,Joined EA Play 8/10,E,,
MLB The Show 21,Xbox,Yes,Removed,Apr 2021,Apr 2022,11.84,Apr 2021,0.00,80,80,Sports / Baseball,Optimized,,E,,
Pathway,PC,,Removed,Apr 2021,Apr 2022,12.00,Apr 2019,2.01,68,10,Strategy / Role-Playing,,,T,"Violence, Blood",
Rain on Your Parade,Xbox / PC,Touch Controls,Removed,Apr 2021,Apr 2022,12.00,Apr 2021,0.00,78,3,Adventure,,,E10+,Fantasy Violence,
"Destiny 2: Forsaken, Shadowkeep, Beyond Light",PC,,Removed,Sep 2020,Apr 2022,18.61,Sep 2017,3.05,87,12,Role-Playing / First-Person Shooter,Optimized,"Joined PC 10/12/21, Joined Xbox 9/22/20, Leaving Xbox and Cloud 12/8/21",T,"Blood, Language, Violence",
Narita Boy,Xbox / PC,Touch Controls,Removed,Mar 2021,Mar 2022,12.03,Mar 2021,0.00,73,7,Fighting / Puzzle / Platformer,,,T,"Blood, Crude Humor, Fantasy Violence, Language",
Madden NFL 20,Xbox / PC,Yes,Removed,Nov 2020,Mar 2022,16.64,Jul 2019,1.28,79,54,Sports / Football,,,E,Mild Lyrics,
Shadow Warrior 2,Xbox / PC,Yes,Removed,Dec 2018,Mar 2022,39.35,Oct 2016,2.19,78,8,Role-Playing / First-Person Shooter,FPS Boost X Only,,M,"Intense Violence, Blood and Gore, Suggestive Themes, Partial Nudity, Strong Language",Does not FPS boost on Series S
Aragami,PC,,Removed,Mar 2021,Mar 2022,12.33,Oct 2016,4.45,71,7,Action,,,M,"Blood, Violence",
Lost Castle,PC,,Removed,Mar 2021,Mar 2022,12.33,Jan 2018,3.15,65,12,Role-Playing,,,E10+,"Fantasy Violence, Mild Blood, Simulated Gambling",
The Sexy Brutale,PC,,Removed,Mar 2021,Mar 2022,12.33,Apr 2017,3.94,83,6,Adventure,,,T,"Blood, Mild Language, Use of Alcohol, Violence",
Torchlight III,Xbox / PC,Touch Controls,Removed,Jan 2021,Mar 2022,13.97,Jun 2020,0.59,67,16,Adventure / Role-Playing,,,T,"Violence, Blood",
PHOGS!,Xbox / PC,Yes,Removed,Dec 2020,Mar 2022,15.35,Dec 2020,0.00,81,8,Puzzle,,,E,Mild Cartoon Violence,
NieR Automata: Become as Gods Edition,Xbox / PC,Touch Controls,Removed,Apr 2020,Mar 2022,23.41,Feb 2017,3.11,90,21,Action / Role-Playing,,Joined PC 3/19/21,M,"Blood, Partial Nudity, Strong Language, Violence",
The Surge 2,Xbox / PC,Yes,Removed,Mar 2020,Mar 2022,23.87,Sep 2019,0.48,78,22,Action / Role-Playing,,,M,"Blood and Gore, Drug Reference, Strong Language, Intense Violence",
Titanfall: Deluxe Edition,Xbox / PC,,Removed,Nov 2020,Mar 2022,15.65,Mar 2014,6.67,83,12,First-Person Shooter,FPS Boost X Only,Enhanced edition only on PC,M,"Blood and Gore, Strong Language, Violence",Does not FPS boost on Series S
Killer Queen Black,Xbox,Touch Controls,Removed,Feb 2021,Feb 2022,12.16,Oct 2019,1.37,83,9,Action / Strategy / Platformer,,,E10+,Fantasy Violence,
Touhou Luna Nights,Xbox / PC,Touch Controls,Removed,Sep 2020,Feb 2022,17.85,Feb 2019,1.52,77,5,Action,,,T,"Violence, Blood",
Kingdom Hearts III,Xbox,,Removed,Feb 2020,Feb 2022,24.13,Jan 2019,1.08,80,29,Action / Role-Playing,,,E10+,"Alcohol Reference, Fantasy Violence",
Stealth Inc 2: A Game of Clones,Xbox,Yes,Removed,Jun 2019,Feb 2022,32.71,Oct 2014,4.61,77,9,Platformer / Action-Adventure,,,T,"Blood, Violence",
Final Fantasy XII: The Zodiac Age,Xbox / PC,,Removed,Feb 2021,Feb 2022,12.13,Jul 2017,3.59,82,41,Role-Playing,,,T,"Mild Blood, Suggestive Themes, Violence",
Project Winter,Xbox / PC,Touch Controls,Removed,Feb 2021,Feb 2022,12.36,Feb 2019,1.99,75,10,Action / Strategy,,,T,"Violence, Blood, Use of Alcohol",
The Falconeer,Xbox / PC,Yes,Removed,Feb 2021,Feb 2022,12.36,Nov 2020,0.24,65,10,Action-Adventure,Optimized,,T,"Fantasy Violence, Blood",
The Medium,Xbox / PC,Touch Controls,Removed,Jan 2021,Feb 2022,12.59,Jan 2021,0.00,74,8,Adventure,Exclusive,,M,"Blood, Strong Language, Violence",
Code Vein,Xbox / PC,Yes,Removed,Dec 2020,Feb 2022,13.97,Sep 2019,1.23,75,25,Action / Role-Playing / Action-Adventure,,,M,"Blood, Partial Nudity, Violence",
Control,Xbox / PC,Yes,Removed,Dec 2020,Feb 2022,14.43,Aug 2019,1.27,84,12,Shooter / Action-Adventure,,,M,"Blood, Strong Language, Violence",
Furi,PC,,Removed,Mar 2021,Feb 2022,10.82,Jul 2016,4.70,76,6,Action / Dual-Joystick Shooter,,,M,"Violence, Strong Language",
Prison Architect,PC,,Removed,Jan 2021,Jan 2022,12.10,Oct 2015,5.32,83,16,Strategy / Simulation,,,M,"Blood, Sexual Content, Partial Nudity, Drug Reference, Strong Language, Violence",
Cyber Shadow,Xbox / PC,Yes,Removed,Jan 2021,Jan 2022,12.16,Jan 2021,0.00,83,8,Action / Platformer,,,E10+,"Fantasy Violence, Mild Blood",
Xeno Crisis,Xbox / PC,Touch Controls,Removed,Aug 2020,Jan 2022,17.85,Oct 2019,0.78,74,5,Dual-Joystick Shooter,,,T,"Blood, Violence",
Nowhere Prophet,Xbox / PC,Touch Controls,Removed,Jul 2020,Jan 2022,18.12,Oct 2017,2.80,73,12,Strategy,,,T,"Blood, Use of Tobacco, Violence",
LEGRAND LEGACY: Tale of the Fatebounds,PC,,Removed,Mar 2021,Jan 2022,10.03,Jan 2018,3.15,67,44,Role-Playing,,,,,
This War of Mine,PC,,Removed,Mar 2021,Jan 2022,10.03,Nov 2014,6.35,83,11,Strategy / Adventure,,,,,
Torchlight II,PC,,Removed,Mar 2021,Jan 2022,10.03,Sep 2012,8.50,88,21,Action / Role-Playing,,,,,
Trine 2: Complete Story,PC,,Removed,Mar 2021,Jan 2022,10.03,Dec 2011,9.28,84,9,Puzzle / Platformer,,,,,
Trine: Enchanted Edition,PC,,Removed,Mar 2021,Jan 2022,10.03,Dec 2017,3.30,80,5,Role-Playing / Action-Adventure,,,,,
Ghost of a Tale,PC,,Removed,Feb 2021,Jan 2022,11.34,Mar 2018,2.90,75,11,Role-Playing / Action-Adventure,,,,,
Desperados III,Xbox / PC,Touch Controls,Removed,Jan 2021,Jan 2022,11.80,Jun 2020,0.60,86,27,Action / Strategy / Real-Time Strategy,Optimized,,,,
YIIK: A Postmodern RPG,PC,,Removed,Jan 2021,Jan 2022,12.03,Jan 2019,1.99,64,56,Role-Playing,,,,,
Mount & Blade: Warband,Xbox / PC,Yes,Removed,Jul 2020,Jan 2022,18.02,Mar 2010,10.30,59,120,Action / Strategy / Role-Playing / Simulation,,Official PC Mod Support,,,PC
Pandemic: The Board Game,Xbox / PC,,Removed,Aug 2019,Jan 2022,29.52,Aug 2018,0.94,60,1,Trivia/Board Game,,,,,
PlayerUnknown's Battlegrounds,Xbox,Yes,Removed,Nov 2018,Jan 2022,37.97,Mar 2017,1.64,85,142,Shooter / First-Person Shooter,,Going free to play 1/12/22,,,
eFootball PES 2021,Xbox,Yes,Removed,Jan 2021,Dec 2021,11.77,Sep 2020,0.31,73,15,Soccer,,,,,
The Little Acre,Xbox,Touch Controls,Removed,Jan 2021,Dec 2021,11.77,Dec 2016,4.07,75,2,Adventure,,,,,
Beholder: Complete Edition,Xbox / PC,Touch Controls,Removed,Dec 2020,Dec 2021,11.93,Jan 2018,2.92,74,6,Strategy / Simulation,FPS Boost,Enhanced edition only on PC,,,
Wilmot's Warehouse,Xbox / PC,,Removed,Dec 2020,Dec 2021,11.93,Aug 2019,1.30,85,9,Puzzle,,,,,
Yooka-Laylee and the Impossible Lair,Xbox / PC,Touch Controls,Removed,Dec 2020,Dec 2021,12.16,Oct 2019,1.18,83,13,Platformer,,,,,
Unto the End,Xbox / PC,,Removed,Dec 2020,Dec 2021,12.20,Dec 2020,0.00,66,5,Action-Adventure,,,,,
The Dark Pictures Anthology: Man Of Medan,Xbox / PC,,Removed,Aug 2020,Dec 2021,16.31,Aug 2019,0.94,69,4,Adventure,,,,,
Guacamelee! 2,Xbox / PC,Touch Controls,Removed,Jun 2019,Dec 2021,30.25,Aug 2018,0.80,85,9,Brawler / Platformer / Action-Adventure,,,,,
SUPERHOT,PC,,Removed,Jun 2019,Dec 2021,30.18,Feb 2016,3.28,83,3,First-Person Shooter,FPS Boost,,,,
Football Manager 2021,Xbox / PC,Yes,Removed,Mar 2021,Nov 2021,8.91,Nov 2020,0.27,82,117,Simulation,Optimized,,,,
Mørkredd,Xbox / PC,Touch Controls,Removed,Dec 2020,Nov 2021,11.64,Dec 2020,0.00,67,3,Puzzle,Optimized,,,,
Call of the Sea,Xbox / PC,Touch Controls,Removed,Dec 2020,Nov 2021,11.74,Dec 2020,0.00,79,6,Adventure / Role-Playing,Optimized,,,,
Haven,Xbox / PC,Touch Controls,Removed,Dec 2020,Nov 2021,11.90,Dec 2020,0.00,75,10,Adventure / Role-Playing,Optimized,,,,
Va-11 Hall-A: Cyberpunk Bartender Action,PC,,Removed,Dec 2020,Nov 2021,11.90,Jun 2016,4.45,77,11,Adventure / Simulation,,,,,
FIFA 19,Xbox / PC,,Removed,Nov 2020,Nov 2021,12.66,Sep 2018,2.12,83,49,Sports / Soccer,,,,,
Hello Neighbor,Xbox / PC,Touch Controls,Removed,Oct 2018,Nov 2021,37.35,Dec 2017,0.87,42,9,Strategy / Puzzle,,,,,
SINNER: Sacrifice for Redemption,PC,,Removed,Oct 2018,Nov 2021,37.18,Oct 2018,0.00,63,5,Role-Playing / Action-Adventure,,,,,
Oxenfree,PC,Yes,Removed,Mar 2018,Nov 2021,44.78,Jan 2016,2.13,78,5,Adventure,,,,,
River City Girls,Xbox / PC,Touch Controls,Removed,Nov 2020,Nov 2021,11.87,Sep 2019,1.21,80,7,Brawler,,,,,
Star Renegades,Xbox / PC,Touch Controls,Removed,Nov 2020,Nov 2021,11.87,Sep 2020,0.20,79,9,Role-Playing,,,,,
Final Fantasy VIII: Remastered,Xbox / PC,,Removed,Nov 2020,Nov 2021,12.10,Sep 2019,1.19,78,42,Action / Role-Playing,,,,,
Planet Coaster,Xbox,Yes,Removed,Nov 2020,Nov 2021,12.16,Nov 2016,3.98,85,25,Simulation,Optimized,,,,
Streets of Rogue,Xbox / PC,Yes,Removed,Jun 2020,Nov 2021,16.70,Jul 2019,0.96,82,12,Role-Playing / Shooter / Action-Adventure,,,,,
The Gardens Between,Xbox / PC,Yes,Removed,Nov 2018,Nov 2021,35.57,Sep 2018,0.19,82,3,Adventure / Puzzle,FPS Boost,,,,
Comanche,PC,,Removed,Nov 2020,Oct 2021,11.84,Mar 2020,0.65,45,5,Action / Shooter / First-Person Shooter / Vehicular Combat,,,,,
Eastshade,Xbox / PC,Touch Controls,Removed,Nov 2020,Oct 2021,11.84,Feb 2019,1.73,78,12,Adventure,,,,,
Knights and Bikes,Xbox / PC,,Removed,Nov 2020,Oct 2021,11.84,Aug 2019,1.19,79,8,Role-Playing / Action-Adventure,,,,,
Five Nights at Freddy's,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Aug 2014,6.20,78,2,Strategy / Adventure,,,,,
Five Nights at Freddy's 2,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Nov 2014,5.97,62,3,Strategy / Adventure,,,,,
Five Nights at Freddy's 3,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Mar 2015,5.67,68,2,Adventure,,,,,
Five Nights at Freddy's 4,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Jul 2015,5.27,51,2,Adventure,,,,,
Unruly Heroes,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.07,Jan 2019,1.77,79,8,Brawler / Platformer / Action-Adventure,FPS Boost,,,,
Carto,Xbox / PC,,Removed,Oct 2020,Oct 2021,12.13,Oct 2020,0.00,73,6,Adventure / Puzzle,,,,,
Home Behind,PC,,Removed,Mar 2021,Oct 2021,7.20,Sep 2017,3.51,83,8,Adventure,,,,,
Shio,PC,,Removed,Mar 2021,Oct 2021,7.20,May 2018,2.82,73,4,Platformer,,,,,PC
Shantae: Half-Genie Hero,PC,,Removed,Oct 2018,Oct 2021,36.76,Dec 2016,1.78,76,6,Platformer,,,,,
GoNNER2,Xbox / PC,Touch Controls,Removed,Oct 2020,Oct 2021,11.74,Oct 2020,0.00,75,7,Action / Platformer,Optimized,,,,
Heave Ho,PC,,Removed,Oct 2020,Oct 2021,12.00,Aug 2019,1.13,76,4,Platformer,,,,,
Katana Zero,Xbox / PC,Yes,Removed,Oct 2020,Oct 2021,12.00,Apr 2019,1.50,83,5,Action / Platformer,,,,,
Tales of Vesperia: Definitive Edition,Xbox / PC,,Removed,Oct 2020,Oct 2021,12.00,Jan 2019,1.76,80,46,Role-Playing / Action-Adventure,,,,,
The Swords of Ditto: Mormo's Curse,PC,,Removed,Oct 2020,Oct 2021,12.00,Apr 2018,2.48,76,7,Action / Role-Playing,,,,,
ScourgeBringer,Xbox / PC,Touch Controls,Removed,Feb 2020,Oct 2021,20.28,Feb 2020,0.00,76,2,Platformer,,,,,
Ikenfell,Xbox / PC,Touch Controls,Removed,Oct 2020,Sep 2021,11.74,Oct 2020,0.00,74,19,Role-Playing,,,,,
Kathy Rain,PC,,Removed,Sep 2020,Sep 2021,12.20,May 2016,4.39,77,6,Adventure,,,,,
Night in the Woods,Xbox / PC,Yes,Removed,Sep 2020,Sep 2021,12.20,Feb 2017,3.59,82,9,Adventure / Platformer,,,,,
Warhammer: Vermintide 2,Xbox,Yes,Removed,Sep 2020,Sep 2021,12.20,Mar 2018,2.55,83,20,Action / First-Person Shooter,Optimized,Returning title: Left 7/1/19 rejoined 9/24/20,,,
Drake Hollow,Xbox / PC,Yes,Removed,Aug 2020,Sep 2021,13.08,Aug 2020,0.00,78,10,Action-Adventure,,,,,
Forza Motorsport 7,Xbox / PC,Yes,Removed,Oct 2020,Sep 2021,11.24,Oct 2017,2.99,84,30,Driving/Racing,,,,,
Company of Heroes 2: Complete Edition,PC,,Removed,Sep 2020,Sep 2021,11.93,Jun 2013,7.24,80,15,Real-Time Strategy,,,,,
Disgaea 4 Complete+,PC,,Removed,Sep 2020,Sep 2021,12.16,Oct 2019,0.87,84,36,Strategy / Role-Playing,,,,,
Hotshot Racing,Xbox,Touch Controls,Removed,Sep 2020,Sep 2021,12.16,Sep 2020,0.00,77,1,Driving/Racing,,,,,
The Dark Crystal: Age of Resistance Tactics,Xbox / PC,Touch Controls,Removed,Sep 2020,Sep 2021,12.16,Feb 2020,0.60,63,19,Strategy,,,,,
Thronebreaker: The Witcher Tales,Xbox,Yes,Removed,Jun 2020,Sep 2021,14.93,Oct 2018,1.65,85,26,Card Game,,,,,
Red Dead Online,Xbox,Yes,Removed,May 2021,Sep 2021,4.04,Nov 2018,2.46,85,8,Action / Action-Adventure,,,,,
Star Wars Battlefront (Classic),PC,,Removed,Mar 2021,Sep 2021,5.75,Nov 2017,3.33,76,10,Action / First-Person Shooter,,,,,
Star Wars Battlefront II (Classic),PC,,Removed,Mar 2021,Sep 2021,5.75,Nov 2005,15.39,78,8,Action / Shooter,,,,,OG Xbox
Star Wars Republic Commando,PC,,Removed,Mar 2021,Sep 2021,5.75,Feb 2005,16.06,78,9,First-Person Shooter,,,,,"OG Xbox, PC"
